old.acc	run	biosample	taxid	size	isolation	geolocation	coords	phylum	order	family	genus	species	habitat	laboratory	libstrat	libsource	assembly_suyo	bases
ERS2032580	ERR2212323	ERS2032580	376545	1.3623046875	NA	NA	NA	Nematoda	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus pauli	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3624467669
ERS2032586	ERR2212316	ERS2032586	2137497	1.4287109375	NA	NA	NA	Nematoda	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus paulseni	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3819391160
ERS2032581	ERR2212322	ERS2032581	376547	1.5234375	NA	NA	NA	Nematoda	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus pseudaerivorus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4053066783
ERS2032582	ERR2212321	ERS2032582	1755294	1.302734375	NA	NA	NA	Nematoda	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus quartusdecimus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3441217096
ERS2032583	ERR2212320	ERS2032583	1755295	1.578125	NA	NA	NA	Nematoda	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus triformis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4235552153
ERS2032587	ERR2212315	ERS2032587	2137499	1.552734375	NA	NA	NA	Nematoda	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus yamagatae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4035531168
SRS2795280	SRR6425988	SRS2795280	46012	2.408203125	NA	NA	NA	Nematoda	Rhabditida	Pratylenchidae	Radopholus	Radopholus similis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5924816400
ERS646587	ERR744555	ERS646587	239373	2.0361328125	NA	NA	NA	Nematoda	Rhabditida	Hoplolaimidae	Rotylenchulus	Rotylenchulus reniformis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3141643784
ERS569454	ERR658087	ERS569454	108094	12.9521484375	NA	NA	NA	Nematoda	Rhabditida	Setariidae	Setaria	Setaria labiatopapillosa	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	20022769200
SRS3009456	SRR6794465	SRS3009456	34508	2.806640625	NA	United Kingdom	NA	Nematoda	Rhabditida	Steinernematidae	Steinernema	Steinernema carpocapsae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6958365692
SRS7622119	SRR12951197	SRS7622119	52066	4.341796875	NA	USA	NA	Nematoda	Rhabditida	Steinernematidae	Steinernema	Steinernema feltiae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11618356500
SRS7622111	SRR12951205	SRS7622111	37863	4.3896484375	NA	USA	NA	Nematoda	Rhabditida	Steinernematidae	Steinernema	Steinernema glaseri	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11666298600
ERS1214237	ERR1466832	ERS1214237	174720	4.5673828125	NA	NA	NA	Nematoda	Rhabditida	Strongyloididae	Strongyloides	Strongyloides papillosus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7758598608
SRS1691064	SRR4242143	SRS1691064	34506	2.44921875	NA	Germany: Tuebingen	NA	Nematoda	Rhabditida	Strongyloididae	Strongyloides	Strongyloides ratti	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4218030074
ERS152084	ERR146943	ERS152084	6248	7.904296875	NA	NA	NA	Nematoda	Rhabditida	Strongyloididae	Strongyloides	Strongyloides stercoralis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12057878536
SRS788317	SRR1707035	SRS788317	6265	11.8916015625	naturally infected dog	Denmark: Naestved	55.23 N 11.76 E	Nematoda	Rhabditida	Toxocaridae	Toxocara	Toxocara canis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	19384899300
SRS5649261	SRR10446408	SRS5649261	45882	2.1123046875	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella britovi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5173987800
SRS5649267	SRR10446415	SRS5649267	144512	1.6806640625	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella murrelli	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4230019500
SRS5649257	SRR10446405	SRS5649257	6335	1.7685546875	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella nativa	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4325108400
SRS5649274	SRR10446422	SRS5649274	6336	1.7841796875	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella nelsoni	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4755393000
SRS5649281	SRR10446429	SRS5649281	268474	1.791015625	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella papuae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4805923500
SRS907002	SRR1971737	SRS907002	990121	3.58984375	striated muscle	Argentina: Pico Truncado, Santa Cruz province	46.47 S 67.57 W	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella patagoniensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5433060105
SRS906991	SRR1970487	SRS906991	6337	1.748046875	striated muscle	Russia: Oblast, Kamchatka	56.30 N 160.25 E	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella pseudospiralis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3041719152
SRS5649269	SRR10446417	SRS5649269	92179	1.578125	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4185495900
SRS7593604	SRR12907191	SRS7593604	6333	2.42578125	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella spiralis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7925842308
SRS5649285	SRR10446433	SRS5649285	268475	1.6455078125	NA	NA	NA	Nematoda	Trichinellida	Trichinellidae	Trichinella	Trichinella zimbabwensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3864877500
SRS5400355	SRR10134458	SRS5400355	6319	5.0244140625	NA	NA	NA	Nematoda	Strongylida	Trichostrongylidae	Trichostrongylus	Trichostrongylus colubriformis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	13973965050
SRS509999	SRR1041658	SRS509999	68888	2.2890625	Necropsy	Denmark	NA	Nematoda	Trichinellida	Trichuridae	Trichuris	Trichuris suis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3535892280
SRS6253304	SRR11236088	SRS6253304	114909	3.0615234375	not applicable	not applicable	NA	Nematoda	Rhabditida	Panagrolaimidae	Turbatrix	Turbatrix aceti	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6814685736
SRS4661770	SRR8943410	SRS4661770	2571181	1.9150390625	not applicable	USA: Virginia	NA	Nematomorpha	Gordea	Gordiidae	Gordius	Gordius sp.	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3567273338
SRS4398148	SRR8618616	SRS4398148	2528854	13.873046875	whole body	NA	NA	Nematomorpha		Nectonematidae	Nectonema	Nectonema munidae	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	23965228500
ERS1543174	ERR1817119	ERS1543174	190579	10.662109375	NA	NA	NA	Nematomorpha	Gordea	Gordiidae	Paragordius	Paragordius varius	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	18926948200
SRP265572	SRR11906528	SRS6754740	187594	2.009765625	NA	Germany: Island Sylt	NA	Nemertea	Monostilifera	Amphiporidae	Amphiporus	Amphiporus lactifloreus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7030447052
SRP157324	SRR7687009	SRS3664805	1454941	10.8037109375	NA	NA	NA	Nemertea	Monostilifera	Oerstediidae	Antarctonemertes	Antarctonemertes valida	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	27300372327
SRP044025	SRR1505175	SRS652943	547255	3.529296875	NA	Panama	NA	Nemertea	Heteronemertea	Baseodiscidae	Baseodiscus	Baseodiscus unicolor	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7101579960
SRP017238	SRR618507	SRS375775	187795	2.2685546875	NA	NA	NA	Nemertea	Heteronemertea	Cerebratulidae	Cerebratulus	Cerebratulus marginatus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5284279440
SRP053683	SRR1797867	SRS842704	1612428	3.3037109375	marine	Sweden: Skagerrak	NA	Nemertea	Heteronemertea	Cerebratulidae	Cerebratulus	Cerebratulus sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6027029560
SRP044021	SRR1505099	SRS654199	1519031	0.0908203125	NA	Japan: Hamanako, Honshu,	NA	Nemertea		Hubrechtidae	Hubrechtella	Hubrechtella ijimai	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4752516480
SRR3581115	SRR3581115	SRS1464891	187800	2.14939365908504	NA	France:Languedoc-Roussillon Sete	NA	Nemertea	Heteronemertea	Lineidae	Lineus	Lineus sanguineus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3482462224
SRR3581106	SRR3581106	SRS1464883	56195	4.98014723323286	NA	USA:Massachussets Nahant	NA	Nemertea	Heteronemertea	Lineidae	Lineus	Lineus viridis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8962231162
SRP048758	SRR1611560	SRS720570	166027	1.96484375	NA	NA	NA	Nemertea	Bdellonemertea	Malacobdellidae	Malacobdella	Malacobdella grossa	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3053885800
SRP044114	SRR1508368	SRS655435	1519204	2.7060546875	NA	Chile: Biobio	NA	Nemertea	Monostilifera	Cratenemertidae	Nipponnemertes	Nipponnemertes sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5300123660
SRP111350	SRR5811995	SRS2342385	416868	3.6650390625	NA	NA	NA	Nemertea	Heteronemertea	Lineidae	Notospermus	Notospermus geniculatus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5970609378
SRP048758	SRR1611562	SRS720571	187732	3.646484375	NA	NA	NA	Nemertea	Monostilifera	Emplectonematidae	Paranemertes	Paranemertes peregrina	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5944199200
SRR3581128	SRR3581128	SRS1464904	947578	2.64291033707559	NA	France:Bretagne Saint Philibert	NA	Nemertea	Heteronemertea	Lineidae	Ramphogordius	Ramphogordius lacteus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4065272018
SRP048758	SRR1611583	SRS721101	672921	2.5712890625	NA	NA	NA	Nemertea		Tubulanidae	Tubulanus	Tubulanus polymorphus	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3926273200
SRS9243151	SRR14868528	SRS9243151	1198996	2.2646484375	leaf litter	Thailand: Chanthaburi mountain range	NA	Onychophora	Euonychophora	Peripatidae	Eoperipatus	Eoperipatus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3112345616
SRS8996815	SRR14561348	SRS8996815	1385931	4.1865234375	vietnam national park	Viet Nam	NA	Onychophora	Euonychophora	Peripatidae	Eoperipatus	Eoperipatus totoro	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6837297212
SRS8176940	SRR13614426	SRS8176940	2448278	2.6201171875	forest leaf litter	Trinidad and Tobago: Tobago, Main Ridge Forest Reserve, Gilpin Trail	11.28692002 N 60.61006302 W	Onychophora	Euonychophora	Peripatidae	Epiperipatus	Epiperipatus broadwayi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5409937800
SRS4146300	SRR8320992	SRS4146300	2497346	6.3193359375	forest leaf litter	Panama: Jaramillo Abajo, Chiriqui Province	8.74669444 N 82.41894444 W	Onychophora	Euonychophora	Peripatidae	Epiperipatus	Epiperipatus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12860576400
SRS8176931	SRR13614433	SRS8176931	2448280	5.8974609375	forest leaf litter	Trinidad and Tobago: Trinidad, Lalaja South road	10.70514 N 61.28984 W	Onychophora	Euonychophora	Peripatidae	Epiperipatus	Epiperipatus trinidadensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12207388200
SRS8176935	SRR13614432	SRS8176935	2448281	3.220703125	forest leaf litter	Panama: Colon, Parque Nacional Soberania (El Charco)	9.08363888 N 79.66319444 W	Onychophora	Euonychophora	Peripatidae	Epiperipatus	Epiperipatus vagans	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6375751800
SRS8176936	SRR13614431	SRS8176936	488523	1.611328125	forest leaf litter	Australia: New South Wales, Kanangra Boyd National Park	33.98333333 S 150.13333333 E	Onychophora	Euonychophora	Peripatopsidae	Euperipatoides	Euperipatoides kanangrensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3447327000
SRS6182030	SRR11128566	SRS6182030	49087	3.0986328125	Tallaganda State Forest (New South Wales, Australia	Australia: New South Wales	35.28 S 149.32 E	Onychophora	Euonychophora	Peripatopsidae	Euperipatoides	Euperipatoides rowelli	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7747190860
SRS8176937	SRR13614430	SRS8176937	1454319	3.37109375	forest, rotting log	Australia: Western Australia, Glenbourne Farm, S of Gracetown, near site 3	33.90778 S 115.0136 E	Onychophora	Euonychophora	Peripatopsidae	Kumbadjena	Kumbadjena occidentalis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6705150000
SRS8176938	SRR13614429	SRS8176938	1454321	2.423828125	forest leaf litter	Trinidad and Tobago: Trinidad, Brasso Seco, trail off Madama's road	10.74589902 N 61.255373 W	Onychophora	Euonychophora	Peripatidae	Macroperipatus	Macroperipatus torquatus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5087883900
SRS8176939	SRR13614428	SRS8176939	2448283	3.31640625	forest leaf litter	Costa Rica: San Jose, Ranchos Tinamu	9.48853 N 83.95677 W	Onychophora	Euonychophora	Peripatidae	Macroperipatus	Macroperipatus valerioi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6699066900
SRS8176943	SRR13614424	SRS8176943	444703	2.40234375	forest leaf litter	Chile: Region de la Araucania, Monumento Natural Contulmo	38.01625 S 73.17902 W	Onychophora	Euonychophora	Peripatopsidae	Metaperipatus	Metaperipatus inae	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5324702400
SRS8176942	SRR13614423	SRS8176942	1454325	5.5712890625	forest leaf litter	Australia: Western Australia, John Forrest National Park	31.866666 S 116.0667 E	Onychophora	Euonychophora	Peripatopsidae	Occiperipatoides	Occiperipatoides gilesii	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	11243151900
SRS8176924	SRR13614447	SRS8176924	2806632	2.00390625	forest leaf litter	South Africa: KwaZulu-Natal, Nkandla Forest	28.74421301 S 31.13762699 E	Onychophora	Euonychophora	Peripatopsidae	Opisthopatus	Opisthopatus highveldi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4340304000
SRS4144441	SRR8318947	SRS4144441	2448284	3.490234375	forest leaf litter	South Africa: Ntumeni Forest, KwaZulu-Natal	28.88817 S 31.37523 E	Onychophora	Euonychophora	Peripatopsidae	Opisthopatus	Opisthopatus kwazululandi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7720725000
SRS8176921	SRR13614446	SRS8176921	2448285	3.8623046875	forest leaf litter	Mexico: Nayarit, Municipio de San Blas, fuera de la cueva del Naranjo, Jacocotan	21.47942 N 105.07758 W	Onychophora	Euonychophora	Peripatidae	Oroperipatus	Oroperipatus eisenii	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8333503050
SRS8176920	SRR13614445	SRS8176920	2806633	3.1923828125	forest, under rock	Ecuador: Galapagos, Isla Santa Cruz, Los Gemelos, Scalesia forest	0.62488611 S 90.38547777 W	Onychophora	Euonychophora	Peripatidae	Oroperipatus	Oroperipatus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6814143000
SRS8176922	SRR13614443	SRS8176922	2806635	3.119140625	forest leaf litter	Brazil: Mato Grosso, Mata de Chapada Aventura, Chapada dos Guimaraes	15.44883888 S 55.77272222 W	Onychophora	Euonychophora	Peripatidae		Peripatidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6404842800
SRS8176927	SRR13614440	SRS8176927	2806638	3.1640625	forest leaf litter	Australia: Queensland, Ironbark Gully, Samford Conservation Park, Ferny Hills, off Samford Rd	27.39166666 S 152.92361111 E	Onychophora	Euonychophora	Peripatopsidae		Peripatopsidae sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6370819800
SRS8176928	SRR13614438	SRS8176928	2448286	4.1181640625	forest leaf litter	South Africa: Western Cape, Stellenbosch, Joenkershoek Nature Reserve	34.00467 S 18.99435 E	Onychophora	Euonychophora	Peripatopsidae	Peripatopsis	Peripatopsis bolandi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	9158062200
SRS544360	SRR1145776	SRS544360	1612460	4.904296875	NA	South Africa	NA	Onychophora	Euonychophora	Peripatopsidae	Peripatopsis	Peripatopsis overbergiensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8154808400
SRS8176934	SRR13614435	SRS8176934	1454314	2.86328125	forest leaf litter	Puerto Rico: El Yunque National Forest, RioGrande, El Verde field station, LTER tree plots, bank of La Prieta Creek	18.32318 N 65.8155 W	Onychophora	Euonychophora	Peripatidae	Peripatus	Peripatus juanensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6196489200
SRS8176933	SRR13614434	SRS8176933	1633879	4.85546875	forest, clay bank	Costa Rica: Limon, Reserva Biologica Hitoy-Cerere	9.67308 N 83.02428 W	Onychophora	Euonychophora	Peripatidae	Peripatus	Peripatus solorzanoi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10357524900
SRS8176930	SRR13614437	SRS8176930	2806639	2.591796875	forest leaf litter	Guyana: East Berbice-Corentyne, Upper Berbice River, 120 km SSW of Kwakwani	4.15142 N 58.21459 W	Onychophora	Euonychophora	Peripatidae	Peripatus	Peripatus sp.	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5638064100
SRS9243146	SRR14868533	SRS9243146	1281314	2.390625	leaf litter	Costa Rica: Talamanca, Province of Limn	NA	Onychophora	Euonychophora	Peripatidae	Principapillatus	Principapillatus hitoyensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3263446500
SRR5031247	SRR5031247	SRS1366330	1819745	1.73281066957861	NA	Russia: Barents sea	69.07 N 36.04999999 E	Orthonectida		Rhopaluridae	Intoshia	Intoshia linei	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3141435522
SRR5811960	SRR5811960	SRS2342396	115415	7.13988226186484	not applicable	Japan: Okayama, Ushimado	NA	Phoronida		Phoronidae	Phoronis	Phoronis australis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12966289335
SRP048758	SRR1611565	SRS720578	67897	3.6015625	NA	NA	NA	Phoronida		Phoronidae	Phoronis	Phoronis psammophila	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5837218200
SRR1611566	SRR1611566	SRS720579	672013	4.54546779766679	NA	USA: San Juan Island, WA	NA	Phoronida		Phoronidae	Phoronis	Phoronis vancouverensis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6953103600
SRR2131255	SRR2131255	SRS1014552	490051	4.03473554644734	marine	unknown	NA	Phoronida		Phoronidae	Phoronopsis	Phoronopsis harmeri	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6351538200
SRS2019700	SRR5311041	SRS2019700	1964320	7.7509765625	Tai Tam Tuk	Hong Kong	22.24471 N 114.222 E	Placozoa		Trichoplacidae	Hoilungia	Hoilungia hongkongensis	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	15328467500
SRS4443940	SRR8674649	SRS4443940	10228	3.6250	Laboratory	USA: Atlanta (laboratory)	NA	Placozoa		Trichoplacidae	Trichoplax	Trichoplax adhaerens	Marine	TRUE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6792988000
SRS2348985	SRR5819939	SRS2348985	287889	3.017578125	missing	Panama: Caribbean, Bocas del Toro	NA	Placozoa		Trichoplacidae	Trichoplax	Trichoplax sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4889304352
SRS7684008	SRR13023905	SRS7684008	2783799	2.1240234375	NA	Germany:Lennebergwald and Kloster Eberbach (Eltville), Mainz	NA	Platyhelminthes	Cyclophyllidea	Dilepididae	Anomotaenia	Anomotaenia brevis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6122126800
SRS4804692	SRR9107319	SRS4804692	2200731	7.37890625	specimen isolated from intertidal algae	Canada: Clover Point, Victoria, BC	NA	Platyhelminthes	Rhabdocoela	Provorticidae	Baicalellia	Baicalellia solaris	Intertidal zone	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	16439112144
SRS2049423	SRR5345307	SRS2049423	46766	17.5166015625	multiple worms from gills of single host	USA: Woodshole, MA	NA	Platyhelminthes	Tricladida	Bdellouridae	Bdelloura	Bdelloura candida	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	31023074122
SRS895612	SRR1955240	SRS895612	79787	2.9228515625	Concord, MA	USA: Concord, MA	NA	Platyhelminthes		Bothrioplanidae	Bothrioplana	Bothrioplana semperi	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5294378388
SRS2392538	SRR5877444	SRS2392538	300641	4.716796875	NA	United Kingdom: Wales, Llanidlloes	NA	Platyhelminthes	Plagiorchiida	Paramphistomidae	Calicophoron	Calicophoron daubneyi	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7539101772
ERS543845	ERR604978	ERS543845	79923	7.32421875	NA	NA	NA	Platyhelminthes	Opisthorchiida	Opisthorchiidae	Clonorchis	Clonorchis sinensis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	12434882988
SRS7026520	SRR12246812	SRS7026520	66766	1.421875	NA	Russia: the White Sea	66.335979 N 33.645238 E	Platyhelminthes	Opisthorchiida	Heterophyidae	Cryptocotyle	Cryptocotyle lingua	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4979821362
SRS438369	SRR900004	SRS438369	27895	2.0380859375	NA	United Kingdom: Nottingham	NA	Platyhelminthes	Tricladida	Dendrocoelidae	Dendrocoelum	Dendrocoelum lacteum	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3141748724
SRS7606258	SRR12921809	SRS7606258	6161	1.255859375	NA	NA	NA	Platyhelminthes	Tricladida	Dugesiidae	Dugesia	Dugesia japonica	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	3764739000
SRS2803181	SRR6436040	SRS2803181	2067824	6.7529296875	NA	Not applicable	NA	Platyhelminthes	Tricladida	Dugesiidae	Dugesia	Dugesia tahitiensis	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	10264525970
SRS4107730	SRR8284436	SRS4107730	6210	2.5166015625	NA	China:Xinjiang	NA	Platyhelminthes	Cyclophyllidea	Taeniidae	Echinococcus	Echinococcus granulosus	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8942168962
SRS654929	SRR1508670	SRS654929	6211	3.822265625	NA	NA	NA	Platyhelminthes	Cyclophyllidea	Taeniidae	Echinococcus	Echinococcus multilocularis	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5937771400
SRS842092	SRR1796488	SRS842092	983673	5.259765625	marine coast	Tunisia: Tunis	NA	Platyhelminthes	Polycladida	Gnesiocerotidae	Echinoplana	Echinoplana celerrima	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8297256858
SRS2346569	SRR5816789	SRS2346569	116851	9.2744140625	not applicable	Czech Republic	NA	Platyhelminthes	Mazocraeidea	Diplozoidae	Eudiplozoon	Eudiplozoon nipponicum	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	14969786400
SRS7949957	SRR13334768	SRS7949957	46835	2.66015625	missing	missing	NA	Platyhelminthes	Plagiorchiida	Fasciolidae	Fasciola	Fasciola gigantica	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	6622788000
ERS524691	ERR576957	ERS524691	6192	5.76953125	NA	NA	NA	Platyhelminthes	Plagiorchiida	Fasciolidae	Fasciola	Fasciola hepatica	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	8558433400
SRS333832	SRR496794	SRS333832	394415	2.7919921875	NA	NA	NA	Platyhelminthes	Plagiorchiida	Fasciolidae	Fascioloides	Fascioloides magna	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	4860360720
SRS463212	SRR5929441	SRS463212	27845	4.1865234375	Sus scrofa intestine	India: Shillong	25.578773 N 91.893254 E	Platyhelminthes	Plagiorchiida	Fasciolidae	Fasciolopsis	Fasciolopsis buski	Terrestrial	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	7129888600
SRS895859	SRR1955490	SRS895859	1468192	2.939453125	Concord, MA	USA: Concord, MA	NA	Platyhelminthes	Lecithoepitheliata	Prorhynchidae	Geocentrophora	Geocentrophora applanata	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5603517774
SRS1383906	SRR3479045	SRS1383906	135777	8.380859375	Carolina Biologicals	USA: Wisconsin	NA	Platyhelminthes	Tricladida	Dugesiidae	Girardia	Girardia dorotocephala	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	22798667520
SRS1433889	SRR3498884	SRS1433889	1844973	7.228515625	Arareco Lake, Chihuahua, Mexico	Mexico: Chihuahua, Arareco Lake	NA	Platyhelminthes	Tricladida	Dugesiidae	Girardia	Girardia sp.	Freshwater	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	19718630400
SRS911628	SRR1976178	SRS911628	1628690	3.00390625	Interstitial	USA: Bailey's Hill, Nahant, MA	NA	Platyhelminthes	Lecithoepitheliata			Gnosonesimida sp.	Marine	FALSE	RNA-Seq	TRANSCRIPTOMIC	FALSE	5502913290
